season,game_id,game_date,session,game_period,home_team,away_team,home_score,away_score,home_shots,away_shots,home_corsi,away_corsi,home_corsi_5v5,away_corsi_5v5,home_goals,away_goals,home_game_num,away_game_num,home_points_entering,away_points_entering,home_points_possible,away_points_possible,home_points_percent,away_points_percent
20162017,2016020001,2016-10-12,R,4  ,OTT,TOR,5                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,25,34,51,81,36,68,5,4,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020002,2016-10-12,R,3  ,CHI,STL,2                                                                                                                                                                                                                                                              ,5                                                                                                                                                                                                                                                              ,17,29,39,53,27,34,2,5,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020003,2016-10-12,R,3  ,EDM,CGY,7                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,21,37,52,64,34,43,7,4,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020004,2016-10-12,R,3  ,S.J,L.A,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,29,21,73,58,62,52,2,1,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020005,2016-10-13,R,3  ,BUF,MTL,1                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,30,20,53,44,36,36,1,4,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020006,2016-10-13,R,3  ,NYR,NYI,5                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,34,25,73,58,49,51,5,3,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020007,2016-10-13,R,5  ,PIT,WSH,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,28,41,52,72,40,53,2,2,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020008,2016-10-13,R,3  ,CBJ,BOS,3                                                                                                                                                                                                                                                              ,6                                                                                                                                                                                                                                                              ,28,31,63,60,47,46,3,6,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020009,2016-10-13,R,3  ,T.B,DET,6                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,30,28,74,47,55,38,6,4,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020010,2016-10-13,R,4  ,FLA,N.J,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,32,23,67,37,51,36,2,1,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020011,2016-10-13,R,3  ,STL,MIN,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,28,19,53,53,36,32,3,2,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,2,0,2,0,100%,NA
20162017,2016020012,2016-10-13,R,4  ,WPG,CAR,5                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,21,23,46,56,29,42,5,4,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020013,2016-10-13,R,3  ,DAL,ANA,4                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,16,33,49,64,40,37,4,2,1                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,0,0,NA,NA
20162017,2016020014,2016-10-14,R,3  ,NSH,CHI,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,24,22,45,55,31,40,3,2,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,0,0,2,NA,0%
20162017,2016020015,2016-10-14,R,3  ,CGY,EDM,3                                                                                                                                                                                                                                                              ,5                                                                                                                                                                                                                                                              ,32,24,60,48,50,33,3,5,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,2,2,0%,100%
20162017,2016020016,2016-10-14,R,3  ,L.A,PHI,2                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,23,26,53,49,45,41,2,4,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,0,0,2,0,0%,NA
20162017,2016020017,2016-10-15,R,3  ,TOR,BOS,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,20,24,50,58,39,49,4,1,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,1,2,2,2,50%,100%
20162017,2016020018,2016-10-15,R,5  ,OTT,MTL,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,35,23,67,52,43,34,3,3,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,2,2,2,2,100%,100%
20162017,2016020019,2016-10-15,R,3  ,T.B,N.J,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,31,32,59,53,41,36,3,2,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,2,1,2,2,100%,50%
20162017,2016020020,2016-10-15,R,3  ,FLA,DET,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,34,21,58,44,47,39,4,1,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,2,0,2,2,100%,0%
20162017,2016020021,2016-10-15,R,3  ,PIT,ANA,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,42,34,62,60,46,54,3,2,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,2,0,2,2,100%,0%
20162017,2016020022,2016-10-15,R,3  ,WSH,NYI,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,26,21,58,51,42,40,2,1,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,1,0,2,2,50%,0%
20162017,2016020023,2016-10-15,R,3  ,CBJ,S.J,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,26,35,58,55,50,40,2,3,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,2,2,0%,100%
20162017,2016020024,2016-10-15,R,3  ,MIN,WPG,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,27,14,56,37,36,27,4,3,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,2,2,0%,100%
20162017,2016020025,2016-10-15,R,3  ,STL,NYR,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,15,33,30,62,23,52,3,2,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,4,2,4,2,100%,100%
20162017,2016020026,2016-10-15,R,3  ,CHI,NSH,5                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,22,33,50,62,39,51,5,3,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,4,2,0%,100%
20162017,2016020027,2016-10-15,R,3  ,COL,DAL,6                                                                                                                                                                                                                                                              ,5                                                                                                                                                                                                                                                              ,27,23,60,54,48,45,6,5,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,0,2,NA,100%
20162017,2016020028,2016-10-15,R,4  ,ARI,PHI,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,31,27,61,62,32,42,4,3,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,0,2,0,2,NA,100%
20162017,2016020029,2016-10-15,R,5  ,VAN,CGY,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,33,29,73,45,48,31,1,1,1                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,0,0,0,4,NA,0%
20162017,2016020030,2016-10-16,R,4  ,NYI,ANA,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,27,24,55,52,40,33,3,2,3                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,0,0,4,4,0%,0%
20162017,2016020031,2016-10-16,R,3  ,EDM,BUF,2                                                                                                                                                                                                                                                              ,6                                                                                                                                                                                                                                                              ,31,18,58,44,48,31,2,6,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,4,0,4,2,100%,0%
20162017,2016020032,2016-10-16,R,4  ,VAN,CAR,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,27,19,50,43,44,31,4,3,2                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,2,1,2,2,100%,50%
20162017,2016020033,2016-10-17,R,3  ,NYR,S.J,7                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,22,27,44,61,28,49,7,4,3                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,2,4,4,4,50%,100%
20162017,2016020034,2016-10-17,R,4  ,PIT,COL,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,28,27,57,57,48,35,3,4,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,4,2,4,2,100%,100%
20162017,2016020035,2016-10-17,R,3  ,DET,OTT,5                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,20,31,41,59,29,42,5,1,3                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,0,4,4,4,0%,100%
20162017,2016020036,2016-10-17,R,3  ,WPG,BOS,1                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,34,21,58,46,34,35,1,4,3                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,2,2,4,4,50%,50%
20162017,2016020037,2016-10-18,R,3  ,N.J,ANA,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,26,23,45,45,27,24,2,1,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,1,1,4,6,25%,17%
20162017,2016020038,2016-10-18,R,3  ,NYI,S.J,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,21,24,44,54,39,50,2,3,4                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,2,4,6,6,33%,67%
20162017,2016020039,2016-10-18,R,3  ,WSH,COL,3                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,37,18,61,36,42,28,3,0,3                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,3,4,4,4,75%,100%
20162017,2016020040,2016-10-18,R,3  ,MTL,PIT,4                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,28,36,52,60,37,47,4,0,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,3,5,4,6,75%,83%
20162017,2016020041,2016-10-18,R,3  ,OTT,ARI,7                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,35,31,61,70,49,53,7,4,4                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,4,2,6,2,67%,100%
