season,game_id,game_date,session,game_period,home_team,away_team,home_score,away_score,home_shots,away_shots,home_corsi,away_corsi,home_corsi_5v5,away_corsi_5v5,home_goals,away_goals,home_game_num,away_game_num,home_points_entering,away_points_entering,home_points_possible,away_points_possible,home_points_percent,away_points_percent
20172018,2017020144,2017-10-26,R,3  ,T.B,DET,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,35,29,69,46,47,28,3,2,11                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,17,9,20,20,85%,45%
20172018,2017020145,2017-10-26,R,3  ,FLA,ANA,8                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,14,31,33,58,25,37,8,3,9                                                                                                                                                                                                                                                              ,9                                                                                                                                                                                                                                                              ,6,9,16,16,38%,56%
20172018,2017020146,2017-10-26,R,3  ,MIN,NYI,6                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,27,29,47,67,31,54,6,4,8                                                                                                                                                                                                                                                              ,10                                                                                                                                                                                                                                                             ,6,11,14,18,43%,61%
20172018,2017020147,2017-10-26,R,3  ,EDM,DAL,5                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,30,28,76,68,63,42,5,4,9                                                                                                                                                                                                                                                              ,10                                                                                                                                                                                                                                                             ,5,10,16,18,31%,56%
20172018,2017020148,2017-10-26,R,3  ,VAN,WSH,6                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,24,25,52,52,33,44,6,2,10                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,11,9,18,18,61%,50%
20172018,2017020149,2017-10-27,R,3  ,VGK,COL,7                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,14,32,51,56,42,44,7,0,9                                                                                                                                                                                                                                                              ,10                                                                                                                                                                                                                                                             ,13,10,16,18,81%,56%
20172018,2017020150,2017-10-27,R,5  ,N.J,OTT,5                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,22,25,57,58,39,40,4,4,9                                                                                                                                                                                                                                                              ,11                                                                                                                                                                                                                                                             ,12,14,16,20,75%,70%
20172018,2017020151,2017-10-27,R,4  ,CBJ,WPG,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,35,29,71,53,50,40,2,1,10                                                                                                                                                                                                                                                             ,9                                                                                                                                                                                                                                                              ,12,9,18,16,67%,56%
20172018,2017020152,2017-10-27,R,3  ,CAR,STL,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,26,32,66,72,64,71,1,2,9                                                                                                                                                                                                                                                              ,11                                                                                                                                                                                                                                                             ,9,15,16,20,56%,75%
20172018,2017020153,2017-10-27,R,3  ,CHI,NSH,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,43,28,74,50,41,34,1,2,11                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,12,10,20,18,60%,56%
20172018,2017020154,2017-10-27,R,3  ,CGY,DAL,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,29,22,59,50,50,44,1,2,11                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,10,10,20,20,50%,50%
20172018,2017020155,2017-10-28,R,3  ,BUF,S.J,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,31,28,57,48,31,38,2,3,12                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,8,8,22,18,36%,44%
20172018,2017020156,2017-10-28,R,4  ,BOS,L.A,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,29,28,58,63,47,43,1,2,9                                                                                                                                                                                                                                                              ,11                                                                                                                                                                                                                                                             ,9,17,16,20,56%,85%
20172018,2017020157,2017-10-28,R,3  ,TOR,PHI,2                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,28,26,65,48,47,41,2,4,11                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,14,10,20,20,70%,50%
20172018,2017020158,2017-10-28,R,3  ,MTL,NYR,5                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,38,22,71,61,49,38,5,4,11                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,5,8,20,22,25%,36%
20172018,2017020159,2017-10-28,R,3  ,T.B,ANA,1                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,31,17,62,43,39,34,1,4,12                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,19,9,22,18,86%,50%
20172018,2017020160,2017-10-28,R,5  ,FLA,DET,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,46,38,77,70,46,44,2,2,10                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,8,9,18,22,44%,41%
20172018,2017020161,2017-10-28,R,3  ,N.J,ARI,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,21,34,42,63,36,47,4,3,10                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,14,1,18,20,78%,5%
20172018,2017020162,2017-10-28,R,3  ,STL,CBJ,4                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,38,36,68,55,57,50,4,1,12                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,17,14,22,20,77%,70%
20172018,2017020163,2017-10-28,R,3  ,NSH,NYI,2                                                                                                                                                                                                                                                              ,6                                                                                                                                                                                                                                                              ,28,17,55,43,36,34,2,6,11                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,12,11,20,20,60%,55%
20172018,2017020164,2017-10-28,R,3  ,MIN,PIT,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,27,29,44,59,35,52,2,1,9                                                                                                                                                                                                                                                              ,12                                                                                                                                                                                                                                                             ,8,15,16,22,50%,68%
20172018,2017020165,2017-10-28,R,3  ,COL,CHI,6                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,22,39,46,83,34,50,6,3,11                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,10,12,20,22,50%,55%
20172018,2017020166,2017-10-28,R,3  ,EDM,WSH,2                                                                                                                                                                                                                                                              ,5                                                                                                                                                                                                                                                              ,38,25,76,56,62,52,2,5,10                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,7,9,18,20,39%,45%
20172018,2017020167,2017-10-29,R,5  ,CAR,ANA,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,37,23,85,49,64,44,3,3,10                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,9,11,18,20,50%,55%
20172018,2017020168,2017-10-29,R,3  ,WPG,PIT,7                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,17,31,46,58,38,41,7,1,10                                                                                                                                                                                                                                                             ,13                                                                                                                                                                                                                                                             ,10,15,18,24,56%,62%
20172018,2017020169,2017-10-29,R,3  ,CGY,WSH,2                                                                                                                                                                                                                                                              ,1                                                                                                                                                                                                                                                              ,36,30,64,46,54,35,2,1,12                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,10,11,22,22,45%,50%
20172018,2017020170,2017-10-30,R,3  ,NYI,VGK,6                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,24,31,54,68,42,50,6,3,12                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,13,15,22,18,59%,83%
20172018,2017020171,2017-10-30,R,4  ,PHI,ARI,3                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,28,30,60,59,47,42,3,4,12                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,12,1,22,22,55%,5%
20172018,2017020172,2017-10-30,R,5  ,CBJ,BOS,4                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,30,29,60,65,42,44,3,3,12                                                                                                                                                                                                                                                             ,10                                                                                                                                                                                                                                                             ,14,10,22,18,64%,56%
20172018,2017020173,2017-10-30,R,3  ,OTT,MTL,3                                                                                                                                                                                                                                                              ,8                                                                                                                                                                                                                                                              ,25,21,61,57,42,44,3,8,12                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,15,7,22,22,68%,32%
20172018,2017020174,2017-10-30,R,3  ,FLA,T.B,5                                                                                                                                                                                                                                                              ,8                                                                                                                                                                                                                                                              ,18,30,48,61,35,48,5,8,11                                                                                                                                                                                                                                                             ,13                                                                                                                                                                                                                                                             ,9,19,20,24,45%,79%
20172018,2017020175,2017-10-30,R,3  ,STL,L.A,4                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,26,26,60,53,50,38,4,2,13                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,19,19,24,22,79%,86%
20172018,2017020176,2017-10-30,R,4  ,VAN,DAL,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,38,27,65,40,45,25,1,2,11                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,13,12,20,22,65%,55%
20172018,2017020177,2017-10-30,R,3  ,S.J,TOR,3                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,36,16,71,55,57,54,3,2,11                                                                                                                                                                                                                                                             ,12                                                                                                                                                                                                                                                             ,10,14,20,22,50%,64%
20172018,2017020178,2017-10-31,R,3  ,NYR,VGK,6                                                                                                                                                                                                                                                              ,4                                                                                                                                                                                                                                                              ,32,30,66,58,46,51,6,4,13                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,8,15,24,20,33%,75%
20172018,2017020179,2017-10-31,R,3  ,DET,ARI,5                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,35,30,65,56,59,50,5,3,13                                                                                                                                                                                                                                                             ,13                                                                                                                                                                                                                                                             ,11,3,24,24,46%,12%
20172018,2017020180,2017-10-31,R,3  ,MIN,WPG,1                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,28,17,75,38,49,24,1,2,10                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,10,12,18,20,56%,60%
20172018,2017020181,2017-11-01,R,3  ,CHI,PHI,3                                                                                                                                                                                                                                                              ,0                                                                                                                                                                                                                                                              ,32,35,51,65,37,45,3,0,13                                                                                                                                                                                                                                                             ,13                                                                                                                                                                                                                                                             ,12,13,24,24,50%,54%
20172018,2017020182,2017-11-01,R,3  ,EDM,PIT,2                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,35,27,70,60,41,44,2,3,11                                                                                                                                                                                                                                                             ,14                                                                                                                                                                                                                                                             ,7,15,20,26,35%,58%
20172018,2017020183,2017-11-01,R,3  ,VAN,N.J,0                                                                                                                                                                                                                                                              ,2                                                                                                                                                                                                                                                              ,37,24,80,42,63,34,0,2,12                                                                                                                                                                                                                                                             ,11                                                                                                                                                                                                                                                             ,14,16,22,20,64%,80%
20172018,2017020184,2017-11-01,R,3  ,ANA,TOR,1                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                                                                              ,28,26,56,54,37,48,1,3,12                                                                                                                                                                                                                                                             ,13                                                                                                                                                                                                                                                             ,13,14,22,24,59%,58%
